Date,Month,Week,Year,Station.Location,Station.State,Avg.temp,Max.temp,Min.temp,Wind.direction,Wind.speed
7/3/2016,7,3,2016,"Albuquerque, NM",New Mexico,75,88,62,26,6.53
7/3/2016,7,3,2016,"Albany, NY",New York,68,81,56,25,7.9
7/3/2016,7,3,2016,"Asheville, NC",North Carolina,76,88,64,23,1.33
7/3/2016,7,3,2016,"Bismarck, ND",North Dakota,65,78,52,14,9.46
7/3/2016,7,3,2016,"Akron, OH",Ohio,65,75,55,25,2.5
7/3/2016,7,3,2016,"Gage, OK",Oklahoma,78,88,68,10,8.16
7/3/2016,7,3,2016,"Astoria, OR",Oregon,62,67,56,30,7.56
7/3/2016,7,3,2016,"Allentown, PA",Pennsylvania,70,82,58,25,4.7
7/3/2016,7,3,2016,"Providence, RI",Rhode Island,72,81,62,24,9.33
7/3/2016,7,3,2016,"Anderson, SC",South Carolina,83,97,70,23,3.33
7/3/2016,7,3,2016,"Aberdeen, SD",South Dakota,65,81,48,16,7.06
7/3/2016,7,3,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,78,91,65,28,2.2
7/3/2016,7,3,2016,"Abilene, TX",Texas,86,97,75,17,10.86
7/3/2016,7,3,2016,"Salt Lake City, UT",Utah,82,92,70,16,5.76
7/3/2016,7,3,2016,"Burlington, VT",Vermont,67,79,55,23,5.9
7/3/2016,7,3,2016,"Lynchburg, VA",Virginia,71,79,63,11,2.96
7/3/2016,7,3,2016,"Deer Park, WA",Washington,67,84,49,20,7.23
7/3/2016,7,3,2016,"Beckley, WV",West Virginia,69,77,61,24,2.53
7/3/2016,7,3,2016,"Green Bay, WI",Wisconsin,65,77,52,23,4.16
7/3/2016,7,3,2016,"Casper, WY",Wyoming,70,86,53,27,4.86
8/7/2016,8,7,2016,"Birmingham, AL",Alabama,85,94,75,28,2.02
8/7/2016,8,7,2016,"Anchorage, AK",Alaska,61,66,55,19,2.12
8/7/2016,8,7,2016,"Douglas Bisbee, AZ",Arizona,76,87,65,21,1.3
8/7/2016,8,7,2016,"Fort Smith, AR",Arkansas,88,99,76,15,2.57
8/7/2016,8,7,2016,"Bakersfield, CA",California,86,100,72,32,4.34
8/7/2016,8,7,2016,"Alamosa, CO",Colorado,65,78,50,20,2.08
8/7/2016,8,7,2016,"Bridgeport, CT",Connecticut,75,82,67,16,6.74
8/7/2016,8,7,2016,"Wilmington, DE",Delaware,76,84,68,16,5.58
8/7/2016,8,7,2016,"Daytona Beach, FL",Florida,84,93,74,18,4.88
8/7/2016,8,7,2016,"Alma, GA",Georgia,83,92,72,18,2.81
8/7/2016,8,7,2016,"Hilo, HI",Hawaii,79,86,72,18,2.31
8/7/2016,8,7,2016,"Boise, ID",Idaho,76,91,60,26,4.65
8/7/2016,8,7,2016,"Chicago, IL",Illinois,77,86,67,12,4.84
8/7/2016,8,7,2016,"Evansville, IN",Indiana,80,88,71,20,1.98
8/7/2016,8,7,2016,"Cedar Rapids, IA",Iowa,73,82,63,19,4.38
8/7/2016,8,7,2016,"Concordia, KS",Kansas,77,85,69,11,7.3
8/7/2016,8,7,2016,"Covington, KY",Kentucky,78,88,68,21,2.4
8/7/2016,8,7,2016,"Baton Rouge, LA",Louisiana,85,95,76,22,1.48
8/7/2016,8,7,2016,"Bangor, ME",Maine,72,85,59,19,6.04
8/7/2016,8,7,2016,"Baltimore, MD",Maryland,77,86,69,16,3.95
8/7/2016,8,7,2016,"Boston, MA",Massachusetts,74,82,66,16,8.01
8/7/2016,8,7,2016,"Alpena, MI",Michigan,73,87,59,21,4.72
8/7/2016,8,7,2016,"Duluth, MN",Minnesota,69,80,58,22,6.55
8/7/2016,8,7,2016,"Greenville, MS",Mississippi,86,96,75,25,2.32
8/7/2016,8,7,2016,"Cape Girardeau, MO",Missouri,81,90,71,16,1.55
8/7/2016,8,7,2016,"Billings, MT",Montana,73,87,58,16,5.21
8/7/2016,8,7,2016,"Grand Island, NE",Nebraska,75,83,65,13,6.38
8/7/2016,8,7,2016,"Ely, NV",Nevada,70,88,50,19,6.47
8/7/2016,8,7,2016,"Concord, NH",New Hampshire,72,85,59,16,2.62
8/7/2016,8,7,2016,"Atlantic City, NJ",New Jersey,74,82,65,14,5.6
8/7/2016,8,7,2016,"Albuquerque, NM",New Mexico,78,88,66,16,2.75
8/7/2016,8,7,2016,"Albany, NY",New York,73,82,63,17,5.08
8/7/2016,8,7,2016,"Asheville, NC",North Carolina,77,84,68,26,2.12
8/7/2016,8,7,2016,"Bismarck, ND",North Dakota,72,86,58,16,6.05
8/7/2016,8,7,2016,"Akron, OH",Ohio,77,88,64,22,6.02
8/7/2016,8,7,2016,"Gage, OK",Oklahoma,85,98,71,13,8.22
8/7/2016,8,7,2016,"Astoria, OR",Oregon,62,68,55,27,7.95
8/7/2016,8,7,2016,"Allentown, PA",Pennsylvania,74,83,63,17,3.54
8/7/2016,8,7,2016,"Providence, RI",Rhode Island,72,82,63,17,5.55
8/7/2016,8,7,2016,"Anderson, SC",South Carolina,83,92,73,16,3.22
8/7/2016,8,7,2016,"Aberdeen, SD",South Dakota,72,85,59,13,7.34
8/7/2016,8,7,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,80,90,69,20,1.98
8/7/2016,8,7,2016,"Abilene, TX",Texas,89,100,77,16,10.08
8/7/2016,8,7,2016,"Salt Lake City, UT",Utah,83,96,70,21,5.68
8/7/2016,8,7,2016,"Burlington, VT",Vermont,74,83,64,18,6.02
8/7/2016,8,7,2016,"Lynchburg, VA",Virginia,76,83,69,11,3.68
8/7/2016,8,7,2016,"Deer Park, WA",Washington,66,83,48,13,3.27
8/7/2016,8,7,2016,"Beckley, WV",West Virginia,72,78,65,14,4.27
8/7/2016,8,7,2016,"Green Bay, WI",Wisconsin,72,83,60,19,3.68
8/7/2016,8,7,2016,"Casper, WY",Wyoming,71,90,52,17,4.45
9/4/2016,9,4,2016,"Birmingham, AL",Alabama,81,91,72,14,4.35
9/4/2016,9,4,2016,"Anchorage, AK",Alaska,58,67,48,16,2.2
9/4/2016,9,4,2016,"Douglas Bisbee, AZ",Arizona,78,94,61,18,2.85
9/4/2016,9,4,2016,"Fort Smith, AR",Arkansas,75,84,64,7,4.05
9/4/2016,9,4,2016,"Bakersfield, CA",California,79,91,66,31,4.47
9/4/2016,9,4,2016,"Alamosa, CO",Colorado,62,77,47,18,5.22
9/4/2016,9,4,2016,"Bridgeport, CT",Connecticut,72,79,65,17,5.85
9/4/2016,9,4,2016,"Wilmington, DE",Delaware,72,81,62,10,7.47
9/4/2016,9,4,2016,"Daytona Beach, FL",Florida,81,87,74,16,6.97
9/4/2016,9,4,2016,"Alma, GA",Georgia,78,85,70,14,2.3
9/4/2016,9,4,2016,"Hilo, HI",Hawaii,79,84,73,13,2.9
9/4/2016,9,4,2016,"Boise, ID",Idaho,64,74,53,27,4.32
9/4/2016,9,4,2016,"Chicago, IL",Illinois,68,75,59,7,8
9/4/2016,9,4,2016,"Evansville, IN",Indiana,72,84,59,4,7.72
9/4/2016,9,4,2016,"Cedar Rapids, IA",Iowa,65,77,53,10,5.55
9/4/2016,9,4,2016,"Concordia, KS",Kansas,70,81,58,13,10.67
9/4/2016,9,4,2016,"Covington, KY",Kentucky,71,80,62,5,8.67
9/4/2016,9,4,2016,"Baton Rouge, LA",Louisiana,84,93,74,11,3.85
9/4/2016,9,4,2016,"Bangor, ME",Maine,64,77,51,30,4.1
9/4/2016,9,4,2016,"Baltimore, MD",Maryland,73,80,65,12,6.15
9/4/2016,9,4,2016,"Boston, MA",Massachusetts,68,73,63,9,6.4
9/4/2016,9,4,2016,"Alpena, MI",Michigan,60,75,45,17,4.25
9/4/2016,9,4,2016,"Duluth, MN",Minnesota,63,73,54,16,9.67
9/4/2016,9,4,2016,"Greenville, MS",Mississippi,79,91,67,13,6.9
9/4/2016,9,4,2016,"Cape Girardeau, MO",Missouri,71,83,58,5,6.42
9/4/2016,9,4,2016,"Billings, MT",Montana,70,81,58,14,5.92
9/4/2016,9,4,2016,"Grand Island, NE",Nebraska,68,78,58,14,11.15
9/4/2016,9,4,2016,"Ely, NV",Nevada,66,82,49,20,11.25
9/4/2016,9,4,2016,"Concord, NH",New Hampshire,67,82,51,27,3.7
9/4/2016,9,4,2016,"Atlantic City, NJ",New Jersey,71,79,63,11,7.47
9/4/2016,9,4,2016,"Albuquerque, NM",New Mexico,75,86,64,19,5.6
9/4/2016,9,4,2016,"Albany, NY",New York,67,78,56,27,4
9/4/2016,9,4,2016,"Asheville, NC",North Carolina,71,80,61,21,3.12
9/4/2016,9,4,2016,"Bismarck, ND",North Dakota,70,80,60,11,11.97
9/4/2016,9,4,2016,"Akron, OH",Ohio,67,78,56,5,6.07
9/4/2016,9,4,2016,"Gage, OK",Oklahoma,77,86,67,13,11.32
9/4/2016,9,4,2016,"Astoria, OR",Oregon,61,67,55,25,4.82
9/4/2016,9,4,2016,"Allentown, PA",Pennsylvania,70,81,57,11,5.1
9/4/2016,9,4,2016,"Providence, RI",Rhode Island,70,77,62,9,6.3
9/4/2016,9,4,2016,"Anderson, SC",South Carolina,75,85,66,9,4.42
9/4/2016,9,4,2016,"Aberdeen, SD",South Dakota,73,84,61,16,15.85
9/4/2016,9,4,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,70,82,58,5,1.2
9/4/2016,9,4,2016,"Abilene, TX",Texas,78,86,70,10,7.15
9/4/2016,9,4,2016,"Salt Lake City, UT",Utah,77,88,65,24,10.6
9/4/2016,9,4,2016,"Burlington, VT",Vermont,65,76,54,21,3.75
9/4/2016,9,4,2016,"Lynchburg, VA",Virginia,71,79,63,3,5.32
9/4/2016,9,4,2016,"Deer Park, WA",Washington,56,70,42,22,3.7
9/4/2016,9,4,2016,"Beckley, WV",West Virginia,65,75,54,14,3.25
9/4/2016,9,4,2016,"Green Bay, WI",Wisconsin,63,76,50,10,5.7
9/4/2016,9,4,2016,"Casper, WY",Wyoming,69,85,52,15,5.75
10/2/2016,10,2,2016,"Birmingham, AL",Alabama,69,83,56,33,2.25
10/2/2016,10,2,2016,"Anchorage, AK",Alaska,44,51,37,22,2.85
10/2/2016,10,2,2016,"Douglas Bisbee, AZ",Arizona,68,86,49,27,2.3
10/2/2016,10,2,2016,"Fort Smith, AR",Arkansas,68,83,52,20,1.55
10/2/2016,10,2,2016,"Bakersfield, CA",California,65,76,54,32,4.55
10/2/2016,10,2,2016,"Alamosa, CO",Colorado,54,73,34,17,1.9
10/2/2016,10,2,2016,"Bridgeport, CT",Connecticut,59,63,56,4,8.45
10/2/2016,10,2,2016,"Wilmington, DE",Delaware,64,68,60,5,8.3
10/2/2016,10,2,2016,"Daytona Beach, FL",Florida,79,87,71,8,1.9
10/2/2016,10,2,2016,"Alma, GA",Georgia,71,88,53,22,0.55
10/2/2016,10,2,2016,"Hilo, HI",Hawaii,77,82,72,18,2.2
10/2/2016,10,2,2016,"Boise, ID",Idaho,59,71,47,31,4.65
10/2/2016,10,2,2016,"Chicago, IL",Illinois,61,64,56,16,5.7
10/2/2016,10,2,2016,"Evansville, IN",Indiana,66,74,57,25,2.7
10/2/2016,10,2,2016,"Cedar Rapids, IA",Iowa,62,67,56,36,4.4
10/2/2016,10,2,2016,"Concordia, KS",Kansas,62,77,47,11,5.75
10/2/2016,10,2,2016,"Covington, KY",Kentucky,61,70,53,23,5.1
10/2/2016,10,2,2016,"Baton Rouge, LA",Louisiana,72,84,60,4,2.9
10/2/2016,10,2,2016,"Bangor, ME",Maine,54,60,47,10,1.2
10/2/2016,10,2,2016,"Baltimore, MD",Maryland,65,68,61,6,5.8
10/2/2016,10,2,2016,"Boston, MA",Massachusetts,56,58,53,2,10.65
10/2/2016,10,2,2016,"Alpena, MI",Michigan,60,64,56,19,4.6
10/2/2016,10,2,2016,"Duluth, MN",Minnesota,57,67,46,9,5.55
10/2/2016,10,2,2016,"Greenville, MS",Mississippi,70,83,55,29,2.25
10/2/2016,10,2,2016,"Cape Girardeau, MO",Missouri,64,73,55,29,2.8
10/2/2016,10,2,2016,"Billings, MT",Montana,63,74,52,15,6.3
10/2/2016,10,2,2016,"Grand Island, NE",Nebraska,63,77,49,14,7.8
10/2/2016,10,2,2016,"Ely, NV",Nevada,59,72,45,19,14.45
10/2/2016,10,2,2016,"Concord, NH",New Hampshire,54,57,49,2,2.35
10/2/2016,10,2,2016,"Atlantic City, NJ",New Jersey,64,66,61,5,9.1
10/2/2016,10,2,2016,"Albuquerque, NM",New Mexico,67,79,54,21,2.05
10/2/2016,10,2,2016,"Albany, NY",New York,57,62,52,26,2.95
10/2/2016,10,2,2016,"Asheville, NC",North Carolina,60,73,47,30,1
10/2/2016,10,2,2016,"Bismarck, ND",North Dakota,63,76,49,13,7.4
10/2/2016,10,2,2016,"Akron, OH",Ohio,61,68,54,20,4.2
10/2/2016,10,2,2016,"Gage, OK",Oklahoma,73,85,60,16,11.45
10/2/2016,10,2,2016,"Astoria, OR",Oregon,55,61,49,17,4.9
10/2/2016,10,2,2016,"Allentown, PA",Pennsylvania,58,53,40,6,5.7
10/2/2016,10,2,2016,"Providence, RI",Rhode Island,58,61,55,1,9.7
10/2/2016,10,2,2016,"Anderson, SC",South Carolina,67,81,52,28,1.35
10/2/2016,10,2,2016,"Aberdeen, SD",South Dakota,65,78,50,15,12.15
10/2/2016,10,2,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,63,75,50,32,0.95
10/2/2016,10,2,2016,"Abilene, TX",Texas,71,83,57,15,8.45
10/2/2016,10,2,2016,"Salt Lake City, UT",Utah,69,81,56,15,11.15
10/2/2016,10,2,2016,"Burlington, VT",Vermont,58,61,54,16,6.25
10/2/2016,10,2,2016,"Lynchburg, VA",Virginia,69,77,60,3,2.15
10/2/2016,10,2,2016,"Deer Park, WA",Washington,48,64,32,10,5.5
10/2/2016,10,2,2016,"Beckley, WV",West Virginia,61,69,52,24,2.85
10/2/2016,10,2,2016,"Green Bay, WI",Wisconsin,62,69,54,2,7.95
10/2/2016,10,2,2016,"Casper, WY",Wyoming,60,76,43,21,5.8
11/6/2016,11,6,2016,"Birmingham, AL",Alabama,68,81,55,11,3.1
11/6/2016,11,6,2016,"Anchorage, AK",Alaska,31,38,26,10,3.15
11/6/2016,11,6,2016,"Douglas Bisbee, AZ",Arizona,61,76,45,22,5.61
11/6/2016,11,6,2016,"Fort Smith, AR",Arkansas,68,79,56,13,4.4
11/6/2016,11,6,2016,"Bakersfield, CA",California,62,73,50,24,1.51
11/6/2016,11,6,2016,"Alamosa, CO",Colorado,42,60,24,17,2.7
11/6/2016,11,6,2016,"Bridgeport, CT",Connecticut,55,62,43,26,5.93
11/6/2016,11,6,2016,"Wilmington, DE",Delaware,50,64,42,26,5.65
11/6/2016,11,6,2016,"Daytona Beach, FL",Florida,74,81,65,10,8.68
11/6/2016,11,6,2016,"Alma, GA",Georgia,66,80,52,13,1.33
11/6/2016,11,6,2016,"Hilo, HI",Hawaii,75,82,68,19,2.23
11/6/2016,11,6,2016,"Boise, ID",Idaho,51,61,41,13,4.93
11/6/2016,11,6,2016,"Chicago, IL",Illinois,58,67,48,16,4.6
11/6/2016,11,6,2016,"Evansville, IN",Indiana,61,74,48,15,3.95
11/6/2016,11,6,2016,"Cedar Rapids, IA",Iowa,56,68,44,15,5.55
11/6/2016,11,6,2016,"Concordia, KS",Kansas,59,72,46,20,6.78
11/6/2016,11,6,2016,"Covington, KY",Kentucky,57,68,45,24,4.41
11/6/2016,11,6,2016,"Baton Rouge, LA",Louisiana,72,85,58,6,4.45
11/6/2016,11,6,2016,"Bangor, ME",Maine,40,50,30,20,4.55
11/6/2016,11,6,2016,"Baltimore, MD",Maryland,55,68,42,24,3.85
11/6/2016,11,6,2016,"Boston, MA",Massachusetts,50,58,41,26,5.81
11/6/2016,11,6,2016,"Alpena, MI",Michigan,49,62,36,26,4.01
11/6/2016,11,6,2016,"Duluth, MN",Minnesota,49,62,36,21,6.18
11/6/2016,11,6,2016,"Greenville, MS",Mississippi,68,81,55,12,6.43
11/6/2016,11,6,2016,"Cape Girardeau, MO",Missouri,61,74,46,15,5.05
11/6/2016,11,6,2016,"Billings, MT",Montana,50,63,37,23,11.01
11/6/2016,11,6,2016,"Grand Island, NE",Nebraska,56,73,39,15,7.3
11/6/2016,11,6,2016,"Ely, NV",Nevada,41,61,21,19,4.43
11/6/2016,11,6,2016,"Concord, NH",New Hampshire,44,54,32,26,3.58
11/6/2016,11,6,2016,"Atlantic City, NJ",New Jersey,54,68,40,27,6.3
11/6/2016,11,6,2016,"Albuquerque, NM",New Mexico,56,65,48,13,9.1
11/6/2016,11,6,2016,"Albany, NY",New York,47,56,37,20,5.83
11/6/2016,11,6,2016,"Asheville, NC",North Carolina,59,74,45,28,3.53
11/6/2016,11,6,2016,"Bismarck, ND",North Dakota,51,70,32,18,4.06
11/6/2016,11,6,2016,"Akron, OH",Ohio,55,68,42,23,6.06
11/6/2016,11,6,2016,"Gage, OK",Oklahoma,61,72,50,15,6.11
11/6/2016,11,6,2016,"Astoria, OR",Oregon,56,63,49,17,5.25
11/6/2016,11,6,2016,"Allentown, PA",Pennsylvania,50,63,37,27,4.71
11/6/2016,11,6,2016,"Providence, RI",Rhode Island,50,60,39,29,4.86
11/6/2016,11,6,2016,"Anderson, SC",South Carolina,64,77,51,17,3.13
11/6/2016,11,6,2016,"Aberdeen, SD",South Dakota,52,68,35,21,6.28
11/6/2016,11,6,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,58,74,43,23,2.05
11/6/2016,11,6,2016,"Abilene, TX",Texas,68,75,60,18,8.08
11/6/2016,11,6,2016,"Salt Lake City, UT",Utah,49,60,38,22,1.28
11/6/2016,11,6,2016,"Burlington, VT",Vermont,44,52,35,26,6.58
11/6/2016,11,6,2016,"Lynchburg, VA",Virginia,58,70,45,26,2.06
11/6/2016,11,6,2016,"Deer Park, WA",Washington,47,57,36,7,2.83
11/6/2016,11,6,2016,"Beckley, WV",West Virginia,56,66,44,23,4.11
11/6/2016,11,6,2016,"Green Bay, WI",Wisconsin,52,64,40,15,4.16
11/6/2016,11,6,2016,"Casper, WY",Wyoming,44,64,25,23,9.41
12/4/2016,12,4,2016,"Birmingham, AL",Alabama,47,56,38,19,3.75
12/4/2016,12,4,2016,"Anchorage, AK",Alaska,15,19,10,18,9.25
12/4/2016,12,4,2016,"Douglas Bisbee, AZ",Arizona,44,59,27,13,3.87
12/4/2016,12,4,2016,"Fort Smith, AR",Arkansas,47,57,36,16,3.85
12/4/2016,12,4,2016,"Bakersfield, CA",California,47,56,38,13,0.82
12/4/2016,12,4,2016,"Alamosa, CO",Colorado,14,30,-2,26,1.92
12/4/2016,12,4,2016,"Bridgeport, CT",Connecticut,44,51,37,29,8.95
12/4/2016,12,4,2016,"Wilmington, DE",Delaware,46,53,39,29,10.3
12/4/2016,12,4,2016,"Daytona Beach, FL",Florida,65,76,54,19,4.9
12/4/2016,12,4,2016,"Alma, GA",Georgia,54,66,42,19,3.77
12/4/2016,12,4,2016,"Hilo, HI",Hawaii,71,76,65,23,3.02
12/4/2016,12,4,2016,"Boise, ID",Idaho,34,42,27,18,3.8
12/4/2016,12,4,2016,"Chicago, IL",Illinois,34,37,31,25,7.1
12/4/2016,12,4,2016,"Evansville, IN",Indiana,39,46,30,19,2.82
12/4/2016,12,4,2016,"Cedar Rapids, IA",Iowa,34,37,31,23,7.7
12/4/2016,12,4,2016,"Concordia, KS",Kansas,34,43,24,17,4.45
12/4/2016,12,4,2016,"Covington, KY",Kentucky,38,42,34,24,5.77
12/4/2016,12,4,2016,"Baton Rouge, LA",Louisiana,55,64,46,6,6.67
12/4/2016,12,4,2016,"Bangor, ME",Maine,33,39,26,22,5.67
12/4/2016,12,4,2016,"Baltimore, MD",Maryland,46,52,39,27,10.15
12/4/2016,12,4,2016,"Boston, MA",Massachusetts,43,48,36,28,12.4
12/4/2016,12,4,2016,"Alpena, MI",Michigan,37,41,34,25,5.92
12/4/2016,12,4,2016,"Duluth, MN",Minnesota,29,31,26,25,7.32
12/4/2016,12,4,2016,"Greenville, MS",Mississippi,47,55,39,10,4.42
12/4/2016,12,4,2016,"Cape Girardeau, MO",Missouri,40,47,32,18,3.45
12/4/2016,12,4,2016,"Billings, MT",Montana,36,43,28,25,10.92
12/4/2016,12,4,2016,"Grand Island, NE",Nebraska,32,42,22,26,5.22
12/4/2016,12,4,2016,"Ely, NV",Nevada,24,39,9,26,5.62
12/4/2016,12,4,2016,"Concord, NH",New Hampshire,39,48,29,29,7.22
12/4/2016,12,4,2016,"Atlantic City, NJ",New Jersey,46,54,38,29,10.32
12/4/2016,12,4,2016,"Albuquerque, NM",New Mexico,38,47,28,20,6.4
12/4/2016,12,4,2016,"Albany, NY",New York,39,44,32,28,8.7
12/4/2016,12,4,2016,"Asheville, NC",North Carolina,43,50,36,29,8.52
12/4/2016,12,4,2016,"Bismarck, ND",North Dakota,24,31,17,22,5.47
12/4/2016,12,4,2016,"Akron, OH",Ohio,37,39,34,23,9.7
12/4/2016,12,4,2016,"Gage, OK",Oklahoma,39,52,26,12,3.7
12/4/2016,12,4,2016,"Astoria, OR",Oregon,47,52,42,21,5.7
12/4/2016,12,4,2016,"Allentown, PA",Pennsylvania,43,50,36,29,8.75
12/4/2016,12,4,2016,"Providence, RI",Rhode Island,43,50,34,29,9.05
12/4/2016,12,4,2016,"Anderson, SC",South Carolina,47,56,38,15,4.95
12/4/2016,12,4,2016,"Aberdeen, SD",South Dakota,29,35,23,27,8.17
12/4/2016,12,4,2016,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,39,48,30,15,3.6
12/4/2016,12,4,2016,"Abilene, TX",Texas,48,55,41,18,8.65
12/4/2016,12,4,2016,"Salt Lake City, UT",Utah,32,38,27,23,5.32
12/4/2016,12,4,2016,"Burlington, VT",Vermont,39,42,35,28,8.32
12/4/2016,12,4,2016,"Lynchburg, VA",Virginia,39,49,29,22,2.62
12/4/2016,12,4,2016,"Deer Park, WA",Washington,33,38,28,19,5.7
12/4/2016,12,4,2016,"Beckley, WV",West Virginia,35,39,30,26,7.37
12/4/2016,12,4,2016,"Green Bay, WI",Wisconsin,35,37,33,25,7.37
12/4/2016,12,4,2016,"Casper, WY",Wyoming,27,37,16,22,13.02
